NOC,Year,Athletics,Balls,Combat,Shooting,Swimming,Cycling,Weightlifting,WaterSport,Others,Gymnastics,Diving
MEX,1992,26,24,7,8,19,6,0,14,16,12,8
MEX,1996,16,22,17,4,12,9,0,13,11,0,7
MEX,2000,23,6,10,5,13,2,1,13,9,2,14
MEX,2004,29,34,12,8,12,3,1,6,12,9,11
MEX,2008,24,4,10,8,13,2,2,13,13,5,9
MEX,2012,18,18,12,16,14,2,2,7,12,4,14
MEX,2016,20,37,22,9,5,4,4,6,11,7,14
MEX,2020,21,29,9,16,7,10,4,6,64,14,16
MEX,2024,20,3,11,23,19,12,1,11,18,23,14
MGL,1964,4,0,8,3,0,8,0,0,0,17,0
MGL,1968,1,0,8,7,0,0,0,0,0,22,0
MGL,1972,1,0,28,11,0,0,4,0,0,0,0
MGL,1976,0,0,25,8,0,0,0,0,0,0,0
MGL,1980,0,0,28,8,0,8,3,0,0,10,0
MGL,1988,0,0,22,10,0,0,0,0,0,0,0
MGL,1992,1,0,23,5,0,7,2,0,0,0,0
MGL,1996,2,0,10,5,0,1,0,0,0,0,0
MGL,2000,2,0,13,6,2,0,0,0,0,0,0
MGL,2004,2,0,15,2,1,0,1,0,0,0,0
MGL,2008,2,0,20,6,2,0,1,0,0,0,0
MGL,2012,2,0,21,7,2,0,0,0,0,0,0
MGL,2016,5,0,30,7,2,0,2,0,0,0,0
MGL,2020,3,6,34,14,2,0,2,0,0,0,0
MGL,2024,3,0,31,9,2,2,1,0,0,0,0
MHL,2008,2,0,1,0,2,0,0,0,0,0,0
MHL,2012,2,0,0,0,2,0,0,0,0,0,0
MHL,2016,2,0,0,0,2,0,1,0,0,0,0
MHL,2020,0,0,0,0,2,0,0,0,0,0,0
MHL,2024,1,0,0,0,2,0,1,0,0,0,0
MKD,1996,0,0,3,1,9,0,0,3,0,0,0
MKD,2000,2,0,2,2,8,0,0,1,0,0,0
MKD,2004,2,0,2,2,7,0,0,1,0,0,0
MKD,2008,2,0,1,1,2,0,0,1,0,0,0
MKD,2012,2,0,0,0,2,0,0,0,0,0,0
MKD,2016,2,0,1,1,2,0,0,0,0,0,0
MKD,2020,1,0,3,1,2,0,0,0,1,0,0
MKD,2024,1,0,3,1,1,0,0,0,0,0,0
MLI,1964,2,0,0,0,0,0,0,0,0,0,0
MLI,1968,1,0,1,0,0,0,0,0,0,0,0
MLI,1972,1,0,2,0,0,0,0,0,0,0,0
MLI,1980,3,0,4,0,0,0,0,0,0,0,0
MLI,1984,3,0,2,0,0,0,0,0,0,0,0
MLI,1988,5,0,3,0,0,0,0,0,0,0,0
MLI,1992,4,0,2,0,0,0,0,0,0,0,0
MLI,1996,4,0,0,0,0,0,0,0,0,0,0
MLI,2000,2,0,1,0,2,0,0,0,0,0,0
MLI,2004,2,16,1,0,2,0,0,0,0,0,0
MLI,2008,2,12,1,0,2,0,0,0,0,0,0
MLI,2012,2,0,2,0,2,0,0,0,0,0,0
MLI,2016,2,0,2,0,2,0,0,0,0,0,0
MLI,2020,2,0,1,0,1,0,0,0,0,0,0
MLI,2024,1,19,2,0,2,0,0,0,0,0,0
MLT,1928,0,9,0,0,0,0,0,0,0,0,0
MLT,1936,2,9,0,0,0,0,0,0,0,0,0
MLT,1948,1,0,0,0,0,0,0,0,0,0,0
MLT,1960,0,0,0,2,2,6,0,3,0,0,0
MLT,1968,0,0,0,1,0,0,0,0,0,0,0
MLT,1972,0,0,0,1,0,4,0,0,0,0,0
MLT,1980,0,0,0,4,0,8,0,0,0,0,0
MLT,1984,1,0,2,3,0,0,0,1,0,0,0
MLT,1988,0,0,4,1,0,0,0,1,0,0,0
MLT,1992,4,0,2,1,0,0,0,1,0,0,0
MLT,1996,2,0,1,2,3,0,0,2,0,0,0
MLT,2000,2,0,1,1,2,0,0,1,0,0,0
MLT,2004,2,0,1,1,2,0,0,1,0,0,0
MLT,2008,2,0,1,1,2,0,0,0,0,0,0
MLT,2012,2,0,0,1,2,0,0,0,0,0,0
MLT,2016,2,0,0,3,2,0,1,0,0,0,0
MLT,2020,1,1,0,2,3,0,1,0,0,0,0
MLT,2024,1,0,1,1,2,0,0,0,0,0,0
MNE,2008,2,13,2,2,1,0,0,0,0,0,0
MNE,2012,2,27,2,2,0,0,0,1,0,0,0
MNE,2016,2,29,1,0,2,0,0,1,0,0,0
MNE,2020,2,28,1,1,2,0,0,1,0,0,0
MNE,2024,1,14,1,0,2,0,0,1,0,0,0
MON,1920,5,0,0,0,0,0,0,0,0,2,0
MON,1924,3,0,0,4,0,0,0,1,1,0,0
MON,1928,2,0,0,0,0,0,0,6,4,0,0
MON,1932,0,0,0,0,0,0,0,0,1,0,0
MON,1936,0,0,0,9,0,0,0,0,2,0,0
MON,1948,0,0,0,4,0,0,0,0,0,0,0
MON,1952,0,0,0,8,0,0,0,2,0,0,0
MON,1960,0,0,4,6,0,0,0,3,0,0,0
MON,1964,0,0,0,0,0,0,1,0,0,0,0
MON,1968,0,0,0,2,0,0,0,0,0,0,0
MON,1972,0,0,1,4,0,0,0,0,0,0,0
MON,1976,0,0,0,4,3,0,0,3,0,0,0
MON,1984,0,0,2,5,1,0,0,0,0,0,0
MON,1988,1,0,3,2,0,1,0,2,0,0,0
MON,1992,0,0,0,1,3,0,0,0,0,0,0
MON,1996,0,0,1,1,2,0,0,0,0,0,0
MON,2000,0,0,2,1,1,0,0,0,0,0,0
MON,2004,1,0,0,1,1,0,0,0,0,0,0
MON,2008,1,0,1,1,0,0,1,1,0,0,0
MON,2012,1,0,1,0,1,0,0,2,1,0,0
MON,2016,1,0,1,0,0,0,0,0,0,6,0
MON,2020,1,1,1,0,2,0,0,1,0,0,0
MON,2024,1,1,1,0,2,0,0,1,0,0,0
MOZ,1980,10,0,0,0,6,0,0,0,0,0,0
MOZ,1984,11,0,0,0,3,0,0,0,0,0,0
MOZ,1988,3,0,3,0,6,0,0,0,0,0,0
MOZ,1992,4,0,0,0,3,0,0,0,0,0,0
MOZ,1996,1,0,1,0,1,0,0,0,0,0,0
MOZ,2000,2,0,0,0,2,0,0,0,0,0,0
MOZ,2004,2,0,0,0,2,0,0,0,0,0,0
MOZ,2008,1,0,1,0,2,0,0,0,0,0,0
MOZ,2012,2,0,2,0,2,0,0,0,0,0,0
MOZ,2016,1,0,1,0,2,0,0,4,0,0,0
MOZ,2020,1,0,3,0,2,0,0,4,0,0,0
MOZ,2024,1,0,3,0,2,0,0,1,0,0,0
MRI,1984,7,0,0,0,0,0,0,0,0,0,0
MRI,1988,3,4,3,0,0,0,1,0,0,0,0
MRI,1992,3,5,0,0,13,0,0,1,0,0,0
MRI,1996,14,12,6,0,2,0,2,0,0,0,0
MRI,2000,9,9,4,1,2,0,1,0,0,0,0
MRI,2004,4,0,1,1,2,0,1,0,0,0,0
MRI,2008,3,1,2,1,2,1,1,0,0,0,0
MRI,2012,2,2,3,0,2,1,0,0,1,0,0
MRI,2016,3,1,3,0,2,0,1,0,1,0,0
MRI,2020,1,1,3,0,2,0,1,0,0,0,0
MRI,2024,2,2,1,0,2,2,0,2,1,0,0
MTN,1984,0,0,2,0,0,0,0,0,0,0,0
MTN,1988,2,0,5,0,0,0,0,0,0,0,0
MTN,1992,6,0,0,0,0,0,0,0,0,0,0
MTN,1996,4,0,0,0,0,0,0,0,0,0,0
MTN,2000,2,0,0,0,0,0,0,0,0,0,0
MTN,2004,2,0,0,0,0,0,0,0,0,0,0
MTN,2008,2,0,0,0,0,0,0,0,0,0,0
MTN,2012,2,0,0,0,0,0,0,0,0,0,0
MTN,2016,2,0,0,0,0,0,0,0,0,0,0
MTN,2020,2,0,0,0,0,0,0,0,0,0,0
MTN,2024,1,0,0,0,1,0,0,0,0,0,0
MYA,1948,2,0,2,0,0,0,1,0,0,0,0
MYA,1952,0,0,3,0,0,0,2,0,0,0,0
MYA,1956,2,0,4,0,0,0,3,3,0,0,0
MYA,1960,1,0,3,0,1,0,2,3,0,0,0
MYA,1964,2,0,3,2,2,0,3,0,0,0,0
MYA,1968,2,0,2,0,0,0,0,0,0,0,0
MYA,1972,3,13,2,0,0,0,1,0,0,0,0
MYA,1980,1,0,0,0,0,0,1,0,0,0,0
MYA,1984,0,0,1,0,0,0,0,0,0,0,0
MYA,1988,3,0,0,0,0,0,0,0,0,0,0
MYA,1992,4,0,1,0,0,0,0,0,0,0,0
MYA,1996,2,0,0,1,0,0,0,0,0,0,0
MYA,2000,2,0,0,1,1,0,3,0,0,0,0
MYA,2004,0,0,0,1,0,0,1,0,0,0,0
MYA,2008,2,0,0,1,1,0,0,3,0,0,0
MYA,2012,2,0,1,2,0,0,0,1,0,0,0
MYA,2016,2,0,1,3,2,0,0,0,0,0,0
MYA,2020,0,1,0,1,0,0,0,0,0,0,0
MYA,2024,0,1,0,0,1,0,0,0,0,0,0
NAM,1992,4,0,1,0,5,0,0,0,0,0,0
NAM,1996,4,0,2,1,3,0,0,0,0,0,0
NAM,2000,6,0,1,2,1,1,0,0,0,5,0
NAM,2004,4,0,3,2,0,1,0,0,0,0,0
NAM,2008,5,0,3,1,0,2,0,0,0,0,0
NAM,2012,3,0,3,1,0,2,0,0,0,0,0
NAM,2016,4,0,2,1,0,4,0,0,0,0,0
NAM,2020,4,0,1,0,1,4,0,1,0,0,0
NAM,2024,1,0,0,0,1,2,0,0,0,0,0
NBO,1956,2,0,0,0,0,0,0,0,0,0,0
NCA,1968,12,0,3,0,0,0,1,0,0,0,0
NCA,1972,7,0,3,0,0,0,0,0,0,0,0
NCA,1976,6,0,3,0,6,8,2,0,0,0,0
NCA,1980,2,0,2,0,2,0,0,0,0,0,0
NCA,1984,0,0,3,0,0,0,2,0,0,0,0
NCA,1992,1,0,3,1,0,2,2,0,0,0,0
NCA,1996,2,0,2,1,3,0,0,0,20,0,0
NCA,2000,1,0,1,1,2,0,1,0,0,0,0
NCA,2004,2,0,0,2,2,0,0,0,0,0,0
NCA,2008,2,0,0,2,2,0,1,0,0,0,0
NCA,2012,2,0,1,0,2,0,1,0,0,0,0
NCA,2016,1,0,0,1,2,0,1,0,0,0,0
NCA,2020,1,0,1,1,2,0,1,2,0,0,0
NCA,2024,1,0,1,1,2,0,0,1,1,0,0
NED,1900,0,1,1,41,4,0,0,26,0,0,0
NED,1906,0,5,44,0,0,0,0,0,0,0,0
NED,1908,53,23,36,31,7,25,0,4,0,39,0
NED,1912,2,16,25,1,0,0,0,0,1,0,0
NED,1920,18,23,53,57,4,24,5,20,9,0,0
NED,1924,35,37,48,13,18,18,3,21,45,0,8
NED,1928,65,31,42,0,19,16,10,33,92,66,10
NED,1932,11,0,4,0,11,4,0,5,45,0,0
NED,1936,30,21,25,4,21,16,0,32,77,0,1
NED,1948,38,33,28,4,15,16,2,21,20,8,2
NED,1952,18,29,5,0,20,14,2,28,6,56,2
NED,1956,0,0,0,0,0,0,0,0,1,0,0
NED,1960,10,25,14,0,29,17,0,27,0,36,2
NED,1964,10,41,8,2,48,18,0,31,0,0,0
NED,1968,17,28,2,0,34,18,1,38,0,0,2
NED,1972,8,27,7,3,49,18,0,29,20,36,2
NED,1976,7,26,0,2,40,14,0,37,13,36,0
NED,1980,15,11,3,6,34,9,0,34,0,0,0
NED,1984,16,45,5,7,49,17,0,39,6,0,1
NED,1988,26,49,13,8,41,17,0,30,16,0,2
NED,1992,17,87,15,16,31,20,0,40,24,5,2
NED,1996,10,97,10,4,45,23,0,50,51,0,0
NED,2000,9,86,13,9,51,26,0,44,46,1,0
NED,2004,21,56,10,11,35,35,0,42,42,12,0
NED,2008,15,71,13,0,40,38,0,44,56,6,0
NED,2012,22,48,11,4,32,32,0,43,23,7,0
NED,2016,38,81,17,6,30,38,0,47,26,45,1
NED,2020,65,107,23,9,40,46,1,46,27,25,2
NED,2024,57,102,22,9,49,47,0,54,32,76,1
NEP,1964,2,0,4,0,0,0,0,0,0,0,0
NEP,1972,2,0,0,0,0,0,0,0,0,0,0
NEP,1976,1,0,0,0,0,0,0,0,0,0,0
NEP,1980,5,0,3,0,0,0,2,0,0,0,0
NEP,1984,5,0,3,0,0,0,2,0,0,0,0
NEP,1988,11,0,7,1,0,0,1,0,0,0,0
NEP,1992,1,0,0,1,0,0,0,0,0,0,0
NEP,1996,2,0,0,1,2,0,1,0,0,0,0
NEP,2000,2,0,0,1,2,0,0,0,0,0,0
NEP,2004,2,0,1,1,2,0,0,0,0,0,0
NEP,2008,2,0,2,1,2,0,1,0,0,0,0
NEP,2012,2,0,0,1,2,0,0,0,0,0,0
NEP,2016,2,0,2,1,2,0,0,0,0,0,0
NEP,2020,1,0,1,1,2,0,0,0,0,0,0
NEP,2024,1,2,1,1,2,0,0,0,0,0,0
NFL,1904,1,0,0,0,0,0,0,0,0,0,0
NGR,1952,15,0,0,0,0,0,0,0,0,0,0
NGR,1956,14,0,0,0,0,0,0,0,0,0,0
NGR,1960,11,0,4,0,0,0,0,0,0,0,0
NGR,1964,15,0,4,0,0,0,0,0,0,0,0
NGR,1968,25,16,5,0,0,0,0,0,0,0,0
NGR,1972,30,0,6,0,0,0,0,0,0,0,0
NGR,1980,28,17,9,0,0,0,2,0,0,0,0
NGR,1984,21,0,9,0,0,0,6,0,0,0,0
NGR,1988,34,32,16,0,0,0,4,0,0,0,0
NGR,1992,24,27,16,0,4,0,1,0,0,0,0
NGR,1996,45,29,9,0,0,0,1,0,0,0,0
NGR,2000,42,42,9,0,2,0,5,0,0,0,0
NGR,2004,22,40,13,0,2,0,2,0,0,0,0
NGR,2008,33,42,9,0,2,0,3,0,0,0,0
NGR,2012,30,16,9,0,0,0,2,1,0,0,0
NGR,2016,28,36,8,0,2,0,1,2,0,0,0
NGR,2020,21,31,6,0,1,0,0,2,0,7,0
NGR,2024,48,35,9,0,2,3,2,4,0,0,0
NIG,1964,0,0,1,0,0,0,0,0,0,0,0
NIG,1968,0,0,2,0,0,0,0,0,0,0,0
NIG,1972,0,0,4,0,0,0,0,0,0,0,0
NIG,1984,2,0,2,0,0,0,0,0,0,0,0
NIG,1988,3,0,3,0,0,0,0,0,0,0,0
NIG,1992,3,0,0,0,0,0,0,0,0,0,0
NIG,1996,3,0,0,0,0,0,0,0,0,0,0
NIG,2000,2,0,0,0,2,0,0,0,0,0,0
NIG,2004,2,0,1,0,1,0,0,0,0,0,0
NIG,2008,2,0,0,0,2,0,0,0,0,0,0
NIG,2012,2,0,2,0,1,0,0,1,0,0,0
NIG,2016,2,0,2,0,2,0,0,0,0,0,0
NIG,2020,2,0,3,0,2,0,0,0,0,0,0
NIG,2024,1,0,4,0,2,0,0,0,0,0,0
NOR,1900,4,0,0,25,0,0,0,0,0,0,0
NOR,1904,0,0,2,0,0,0,0,0,0,4,0
NOR,1906,7,0,0,27,0,0,0,0,0,21,0
NOR,1908,22,0,2,27,0,0,0,14,0,38,0
NOR,1912,37,26,23,54,8,12,0,47,6,46,4
NOR,1920,24,21,21,68,3,8,0,73,18,26,5
NOR,1924,12,10,28,39,1,0,0,9,6,0,0
NOR,1928,16,0,27,0,1,4,0,9,22,0,0
NOR,1932,4,0,1,0,1,0,0,0,2,0,0
NOR,1936,12,14,18,5,0,2,0,16,13,0,4
NOR,1948,24,0,18,11,1,8,0,31,1,0,3
NOR,1952,23,11,20,14,5,6,3,27,2,79,0
NOR,1956,6,0,1,7,0,0,0,8,7,0,0
NOR,1960,12,0,8,7,0,1,1,14,0,7,0
NOR,1964,7,0,2,6,0,0,0,14,0,14,0
NOR,1968,6,0,6,8,3,9,1,17,0,36,0
NOR,1972,15,16,16,14,7,10,4,35,0,43,1
NOR,1976,10,0,12,7,11,10,2,27,0,0,0
NOR,1984,14,15,20,13,8,12,0,37,1,8,4
NOR,1988,13,14,5,11,5,5,0,24,1,0,1
NOR,1992,9,18,4,15,18,11,0,32,1,5,1
NOR,1996,13,36,2,15,10,7,1,25,0,7,0
NOR,2000,12,37,8,16,0,12,0,23,0,7,0
NOR,2004,9,9,2,8,1,11,1,19,0,0,0
NOR,2008,11,37,3,12,10,8,1,12,8,0,0
NOR,2012,13,17,2,10,5,7,0,13,1,0,1
NOR,2016,16,14,3,9,5,9,0,11,4,6,0
NOR,2020,16,32,1,13,9,11,0,16,8,5,1
NOR,2024,30,34,4,13,5,8,1,22,10,0,1
NRU,1996,0,0,0,0,0,0,3,0,0,0,0
NRU,2000,0,0,0,0,0,0,2,0,0,0,0
NRU,2004,0,0,0,0,0,0,3,0,0,0,0
NRU,2008,0,0,0,0,0,0,1,0,0,0,0
NRU,2012,0,0,1,0,0,0,1,0,0,0,0
NRU,2016,0,0,1,0,0,0,1,0,0,0,0
NRU,2020,1,0,0,0,0,0,1,0,0,0,0
NRU,2024,1,0,0,0,0,0,0,0,0,0,0
NZL,1900,0,1,0,0,0,0,0,0,0,0,0
NZL,1920,3,0,0,0,2,0,0,1,0,0,0
NZL,1924,2,0,1,0,3,0,0,0,0,0,0
NZL,1928,4,0,2,0,7,0,0,0,0,0,0
NZL,1932,9,0,3,0,0,1,0,16,0,0,0
NZL,1936,3,0,3,0,0,3,0,0,0,0,0
NZL,1948,4,0,1,0,1,1,1,0,0,0,0
NZL,1952,8,0,0,0,2,4,1,5,0,0,0
NZL,1956,11,14,3,0,7,8,1,13,0,0,0
NZL,1960,22,14,4,0,0,1,1,4,1,0,0
NZL,1964,20,14,4,0,2,8,1,18,6,15,0
NZL,1968,10,13,0,2,13,8,2,17,0,0,0
NZL,1972,19,15,4,5,14,9,3,31,0,12,0
NZL,1976,14,14,4,4,21,4,3,32,1,0,1
NZL,1980,0,0,0,0,0,0,0,6,1,0,0
NZL,1984,14,32,10,6,29,12,3,43,9,1,3
NZL,1988,6,7,5,5,19,14,1,38,16,1,0
NZL,1992,13,43,10,5,30,19,0,40,14,0,1
NZL,1996,19,7,3,3,40,21,0,28,8,0,0
NZL,2000,9,45,8,10,16,23,2,24,28,12,0
NZL,2004,13,61,4,3,34,19,0,27,23,0,0
NZL,2008,10,81,3,5,25,20,2,31,24,0,0
NZL,2012,8,64,6,1,31,26,1,50,17,0,0
NZL,2016,16,50,2,3,16,29,2,59,41,13,1
NZL,2020,14,82,2,2,15,37,5,58,54,9,1
NZL,2024,17,62,3,2,23,37,1,54,45,8,1
OMA,1984,11,0,0,10,0,0,0,1,0,0,0
OMA,1988,10,0,2,1,0,0,0,0,0,0,0
OMA,1992,4,0,0,1,0,0,0,0,0,0,0
OMA,1996,1,0,0,2,1,1,0,0,0,0,0
OMA,2000,5,0,0,2,1,0,0,0,0,0,0
OMA,2004,1,0,0,1,0,0,0,0,0,0,0
OMA,2008,2,0,0,1,1,0,0,0,0,0,0
OMA,2012,2,0,0,1,0,0,0,0,0,0,0
OMA,2016,2,0,0,2,0,0,0,0,0,0,0
OMA,2020,2,0,0,1,1,0,1,0,0,0,0
OMA,2024,2,0,0,1,1,0,0,0,0,0,0
PAK,1948,8,19,3,0,9,3,2,0,0,0,0
PAK,1952,26,12,4,1,3,4,1,0,0,0,0
PAK,1956,29,14,12,4,3,14,3,0,0,0,0
PAK,1960,19,13,11,5,0,3,2,0,0,0,0
PAK,1964,8,16,10,5,0,7,1,0,0,0,0
PAK,1968,0,13,2,0,0,0,0,0,0,0,0
PAK,1972,6,15,4,0,0,0,1,0,0,0,0
PAK,1976,2,16,4,0,0,0,2,0,0,0,0
PAK,1984,5,16,6,0,0,0,0,6,0,0,0
PAK,1988,10,16,5,0,0,0,0,2,0,0,0
PAK,1992,5,16,5,0,0,0,0,2,0,0,0
PAK,1996,2,16,5,0,1,0,0,0,0,0,0
PAK,2000,2,16,4,1,1,0,0,3,0,0,0
PAK,2004,2,16,5,1,2,0,0,0,0,0,0
PAK,2008,2,16,0,2,2,0,0,0,0,0,0
PAK,2012,2,16,0,1,2,0,0,0,0,0,0
PAK,2016,2,0,1,2,2,0,0,0,0,0,0
PAK,2020,2,1,1,3,2,0,1,0,0,0,0
PAK,2024,2,0,0,6,2,0,0,0,0,0,0
PAN,1928,0,0,0,0,2,0,0,0,0,0,0
PAN,1948,2,0,0,0,0,0,0,0,0,0,0
PAN,1952,0,0,0,0,0,0,1,0,0,0,0
PAN,1960,6,0,1,0,0,0,1,0,0,0,0
PAN,1964,9,0,5,0,0,0,1,0,0,0,0
PAN,1968,0,12,2,0,0,0,2,0,0,0,0
PAN,1972,2,0,4,0,0,0,2,0,0,0,0
PAN,1976,2,0,2,0,7,0,2,0,0,0,0
PAN,1984,2,0,2,0,3,0,3,0,0,0,0
PAN,1988,0,0,5,0,2,0,2,0,0,0,0
PAN,1992,1,0,2,0,3,0,1,0,0,0,0
PAN,1996,1,0,1,1,4,0,1,1,0,0,0
PAN,2000,1,0,1,1,3,0,1,0,0,0,0
PAN,2004,2,0,0,0,3,0,0,0,0,0,0
PAN,2008,2,0,1,0,2,0,0,0,0,0,0
PAN,2012,3,0,3,0,2,0,0,0,0,0,0
PAN,2016,3,0,3,2,2,0,0,0,0,4,0
PAN,2020,4,0,3,0,3,1,0,0,0,0,0
PAN,2024,2,0,2,0,2,1,0,0,0,6,0
PAR,1968,0,0,1,0,0,0,0,0,0,0,0
PAR,1972,2,0,0,1,0,0,0,0,0,0,0
PAR,1976,1,0,1,1,3,0,0,0,0,0,0
PAR,1984,9,0,3,6,0,0,0,0,0,0,0
PAR,1988,4,4,5,0,0,0,0,0,0,0,0
PAR,1992,3,19,5,0,4,0,0,0,0,0,0
PAR,1996,2,0,2,0,2,0,0,1,0,0,0
PAR,2000,2,1,0,0,2,0,0,0,0,0,0
PAR,2004,2,17,0,0,1,0,0,2,0,0,0
PAR,2008,2,1,0,1,2,0,0,1,0,0,0
PAR,2012,2,2,1,0,4,0,0,1,0,0,0
PAR,2016,2,2,0,1,2,0,0,2,2,0,0
PAR,2020,2,1,0,0,3,1,0,1,1,0,0
PAR,2024,2,21,1,0,2,0,0,2,1,0,0
PER,1900,0,0,2,0,0,0,0,0,0,0,0
PER,1932,0,0,0,0,0,0,0,0,3,0,0
PER,1936,10,21,0,1,3,9,0,0,1,0,1
PER,1948,13,11,6,10,0,6,3,0,0,0,0
PER,1956,0,0,0,10,0,0,0,0,0,0,0
PER,1960,0,19,0,12,0,0,0,2,0,0,0
PER,1964,4,12,0,10,13,1,0,0,0,0,0
PER,1968,4,9,3,5,8,0,1,3,0,0,0
PER,1972,4,0,11,2,6,8,0,0,0,0,0
PER,1976,2,12,0,0,0,0,0,0,0,0,0
PER,1980,6,10,2,9,11,0,0,0,0,0,0
PER,1984,2,11,3,9,12,1,2,3,1,0,0
PER,1988,2,13,2,4,4,0,1,0,0,0,0
PER,1992,2,8,0,2,5,1,1,1,1,0,0
PER,1996,5,14,6,4,4,0,0,0,0,0,0
PER,2000,2,11,1,2,3,0,0,1,0,0,2
PER,2004,2,3,1,2,3,0,1,2,0,0,0
PER,2008,3,1,4,1,2,0,1,1,0,0,0
PER,2012,5,2,2,1,3,0,1,2,0,0,0
PER,2016,14,0,3,4,2,0,2,4,1,4,0
PER,2020,8,2,5,4,4,1,1,6,6,5,0
PER,2024,13,1,2,4,3,0,0,6,3,0,0
PHI,1924,2,0,0,0,0,0,0,0,0,0,0
PHI,1928,3,0,0,0,3,0,0,0,0,0,0
PHI,1932,1,0,4,0,3,0,0,0,0,0,0
PHI,1936,9,9,6,6,10,0,0,0,0,0,0
PHI,1948,2,10,6,6,4,0,1,0,2,0,0
PHI,1952,1,12,6,6,1,0,2,0,0,0,0
PHI,1956,5,12,8,6,15,0,2,0,0,0,0
PHI,1960,10,12,1,8,13,0,2,3,0,0,0
PHI,1964,17,0,18,10,2,8,1,3,0,11,0
PHI,1968,7,12,10,10,33,4,3,1,0,9,0
PHI,1972,11,12,12,12,24,2,3,3,0,0,0
PHI,1976,1,0,3,2,11,0,2,3,0,0,0
PHI,1984,7,0,3,1,14,6,0,1,0,0,0
PHI,1988,4,0,13,2,13,4,3,3,0,0,0
PHI,1992,3,0,9,2,17,2,0,4,1,0,0
PHI,1996,2,1,5,2,7,0,0,0,1,0,0
PHI,2000,2,0,8,2,6,0,0,1,1,0,2
PHI,2004,2,0,7,2,10,0,0,0,0,0,0
PHI,2008,2,0,3,2,7,0,1,0,0,0,2
PHI,2012,2,0,2,3,2,1,1,0,0,0,0
PHI,2016,3,1,4,0,2,0,2,0,1,0,0
PHI,2020,2,0,6,1,4,0,2,1,4,7,0
PHI,2024,3,0,7,0,2,0,3,1,2,26,0
PLE,1996,1,0,0,0,0,0,0,0,0,0,0
PLE,2000,1,0,0,0,1,0,0,0,0,0,0
PLE,2004,2,0,0,0,1,0,0,0,0,0,0
PLE,2008,2,0,0,0,2,0,0,0,0,0,0
PLE,2012,2,0,1,0,2,0,0,0,0,0,0
PLE,2016,2,0,1,0,2,0,0,0,1,0,0
PLE,2020,1,0,1,0,2,0,1,0,0,0,0
PLE,2024,2,0,3,1,2,0,0,0,0,0,0
PLW,2000,2,0,0,0,2,0,1,0,0,0,0
PLW,2004,2,0,1,0,1,0,0,0,0,0,0
PLW,2008,2,0,2,0,1,0,0,0,0,0,0
PLW,2012,2,0,1,0,1,0,1,0,0,0,0
PLW,2016,1,0,1,0,2,0,0,2,0,0,0
PLW,2020,1,0,0,0,2,0,0,0,0,0,0
PLW,2024,1,0,0,0,2,0,0,0,0,0,0
PNG,1976,6,0,2,1,0,0,0,0,0,0,0
PNG,1984,10,0,0,2,0,0,0,0,0,0,0
PNG,1988,10,0,2,0,0,0,2,1,0,0,0
PNG,1992,12,0,5,0,0,0,1,1,0,0,0
PNG,1996,12,0,4,0,0,0,1,0,0,0,0
PNG,2000,2,0,0,0,2,0,1,0,0,0,0
PNG,2004,2,0,0,0,3,0,1,0,0,0,0
PNG,2008,2,0,2,0,4,0,1,0,0,0,0
PNG,2012,2,0,2,0,2,0,2,0,0,0,0
PNG,2016,2,0,4,0,1,0,1,0,0,0,0
PNG,2020,1,0,1,0,2,0,2,2,0,0,0
PNG,2024,1,0,3,0,2,0,1,0,0,0,0
POL,1912,0,0,0,0,0,0,0,0,1,0,0
POL,1924,24,11,13,13,0,16,0,7,16,0,0
POL,1928,20,0,15,0,2,16,0,16,77,0,0
POL,1932,9,0,9,0,0,0,0,10,43,0,0
POL,1936,21,27,27,6,4,8,0,22,54,8,0
POL,1948,9,0,22,0,0,0,0,6,15,0,0
POL,1952,37,29,36,2,10,0,4,10,0,120,0
POL,1956,36,0,18,2,1,0,5,14,0,42,0
POL,1960,64,38,56,10,9,8,7,15,14,84,2
POL,1964,49,22,39,7,0,11,7,21,0,84,0
POL,1968,46,36,56,13,11,14,7,14,6,84,9
POL,1972,58,73,65,20,15,19,9,50,20,84,5
POL,1976,41,43,61,16,6,15,9,41,6,48,0
POL,1980,67,69,70,15,12,15,10,74,27,57,2
POL,1988,26,6,63,14,12,13,7,34,14,2,1
POL,1992,25,31,64,30,33,10,9,43,14,2,2
POL,1996,27,19,47,25,22,10,5,43,7,2,0
POL,2000,43,35,38,15,18,13,9,55,3,11,0
POL,2004,52,21,22,14,13,21,7,57,11,6,0
POL,2008,67,58,40,25,27,14,10,58,10,7,0
POL,2012,57,37,23,8,28,15,9,55,13,11,0
POL,2016,73,57,24,10,37,24,3,52,5,4,0
POL,2020,78,35,26,14,27,35,3,48,11,5,0
POL,2024,75,43,35,15,47,27,1,40,28,0,1
POR,1912,5,0,3,0,0,0,0,0,0,0,0
POR,1920,0,0,15,25,0,0,0,0,0,0,0
POR,1924,4,1,14,17,1,0,1,1,8,0,0
POR,1928,4,12,11,0,0,0,1,4,7,0,0
POR,1932,1,0,0,5,0,0,0,0,2,0,0
POR,1936,2,0,8,7,0,0,0,3,6,0,0
POR,1948,5,0,9,8,1,0,0,23,19,0,0
POR,1952,13,9,16,6,6,0,0,18,24,63,0
POR,1956,0,0,0,0,0,0,0,5,13,0,0
